exampleSentence,partOfSpeech,sentimentTag,sentimentStrength,tokens
Polisi syarikat itu sangat ketat.,noun,neutral,0.0,"['polisi', 'syarikat', 'itu', 'sangat', 'ketat', '.']"
Dia menunggu di gate lapangan terbang.,noun,neutral,0.0,"['dia', 'menunggu', 'di', 'gate', 'lapangan', 'terbang', '.']"
Dia cedera dalam kemalangan itu.,adjective,negative,-0.7,"['dia', 'cedera', 'dalam', 'kemalangan', 'itu', '.']"
Semoga hidup kita sentiasa mendapat barakah.,noun,positive,0.9,"['semoga', 'hidup', 'kita', 'sentiasa', 'mendapat', 'barakah', '.']"
Buku ni sangat bagus.,pronoun (colloquial),neutral,0.0,"['buku', 'ni', 'sangat', 'bagus', '.']"
Kami makan ikan kakap bakar.,noun,neutral,0.0,"['kami', 'makan', 'ikan', 'kakap', 'bakar', '.']"
Jangan jadi orang bodoh.,adjective,negative,-0.8,"['jangan', 'jadi', 'orang', 'bodoh', '.']"
Dia adalah seorang guy yang baik.,noun,neutral,0.0,"['dia', 'adalah', 'seorang', 'guy', 'yang', 'baik', '.']"
Dia mempunyai kedudukan yang tinggi dalam syarikat.,noun,neutral,0.0,"['dia', 'mempunyai', 'kedudukan', 'yang', 'tinggi', 'dalam', 'syarikat', '.']"
Buku ini sangat bagus.,pronoun,neutral,0.0,"['buku', 'ini', 'sangat', 'bagus', '.']"
Kita pergi bersama-sama.,pronoun,neutral,0.0,"['kita', 'pergi', 'bersama', '-', 'sama', '.']"
Tolong bawa buku itu ke sini.,verb,neutral,0.0,"['tolong', 'bawa', 'buku', 'itu', 'ke', 'sini', '.']"
"Selamat datang, Tuan.",noun/pronoun,neutral,0.0,"['selamat', 'datang', ',', 'tuan', '.']"
Polis perlu bertindak segera.,verb,neutral,0.0,"['polis', 'perlu', 'bertindak', 'segera', '.']"
"""Cak!"" kata ibu sambil mencuit pipi anaknya.",interjection,neutral,0.0,"['""', 'cak', '!', '""', 'kata', 'ibu', 'sambil', 'mencuit', 'pipi', 'anaknya', '.']"
Baju dia mcm baju saya.,adverb,neutral,0.0,"['baju', 'dia', 'mcm', 'baju', 'saya', '.']"
"Makan nasi aja, tak ada lauk lain.",adverb,neutral,0.0,"['makan', 'nasi', 'aja', ',', 'tak', 'ada', 'lauk', 'lain', '.']"
Polis merampas sepucuk pistol daripada suspek.,noun,neutral,0.0,"['polis', 'merampas', 'sepucuk', 'pistol', 'daripada', 'suspek', '.']"
Dia ada d rumah.,preposition,neutral,0.0,"['dia', 'ada', 'd', 'rumah', '.']"
Ada somethings tak kena dengan kereta ni.,pronoun,neutral,0.0,"['ada', 'somethings', 'tak', 'kena', 'dengan', 'kereta', 'ni', '.']"
"Mangsa cedera,dh dihantar ke hospital.","adjective, adverb",negative,-0.7,"['mangsa', 'cedera', ',', 'dh', 'dihantar', 'ke', 'hospital', '.']"
Saya akan melancong tahun depan.,noun,neutral,0.0,"['saya', 'akan', 'melancong', 'tahun', 'depan', '.']"
Bapak saya seorang petani.,noun,neutral,0.0,"['bapak', 'saya', 'seorang', 'petani', '.']"
Wajah kanak-kanak itu menunjukkan ketakutan...kasihan sungguh melihatnya.,"noun, adjective",negative,-0.8,"['wajah', 'kanak', '-', 'kanak', 'itu', 'menunjukkan', 'ketakutan', '.', 'kasihan', 'sungguh', 'melihatnya', '.']"
Ini adalah masalah world yang perlu diselesaikan.,noun,neutral,0.0,"['ini', 'adalah', 'masalah', 'world', 'yang', 'perlu', 'diselesaikan', '.']"
Penjahat cuba rmpak bank itu.,verb,negative,-0.9,"['penjahat', 'cuba', 'rmpak', 'bank', 'itu', '.']"
"""Haa, baru kau tahu!""",interjection,neutral,0.0,"['""', 'haa', ',', 'baru', 'kau', 'tahu', '!', '""']"
Hadiah ini untuk kamu.,preposition,neutral,0.0,"['hadiah', 'ini', 'untuk', 'kamu', '.']"
Barang itu da..ada di sana.,verb,neutral,0.0,"['barang', 'itu', 'da', '.', 'ada', 'di', 'sana', '.']"
Dia bekerja sebagai guru.,preposition,neutral,0.0,"['dia', 'bekerja', 'sebagai', 'guru', '.']"
"Kelau hujan, kita batalkan perkelahan.",conjunction,neutral,0.0,"['kelau', 'hujan', ',', 'kita', 'batalkan', 'perkelahan', '.']"
Dia sedang kira jumlah wang.,verb,neutral,0.0,"['dia', 'sedang', 'kira', 'jumlah', 'wang', '.']"
Hamidi belajar di universiti.,proper noun,neutral,0.0,"['hamidi', 'belajar', 'di', 'universiti', '.']"
Dia mempunyai gaya berjalan yang unik.,noun,neutral,0.0,"['dia', 'mempunyai', 'gaya', 'berjalan', 'yang', 'unik', '.']"
Saya sedih melihat keadaan Malaysiaku..😥,proper noun,negative,-0.5,"['saya', 'sedih', 'melihat', 'keadaan', 'malaysiaku', '.', 'sad', 'but', 'relieved', 'face']"
Kami akan bercuti bersama keluarga.,noun,neutral,0.0,"['kami', 'akan', 'bercuti', 'bersama', 'keluarga', '.']"
Makanan ini terlalu manis.,adverb,neutral,0.0,"['makanan', 'ini', 'terlalu', 'manis', '.']"
Mahu makan lg?,adverb,neutral,0.0,"['mahu', 'makan', 'lg', '?']"
Negara kita sedang maju dengan pesat.,verb,positive,0.8,"['negara', 'kita', 'sedang', 'maju', 'dengan', 'pesat', '.']"
Dia bekerja di jabatan kerajaan.,noun,neutral,0.0,"['dia', 'bekerja', 'di', 'jabatan', 'kerajaan', '.']"
"Dia cuba lari, last2 kena tangkap juga.",adverb,neutral,0.0,"['dia', 'cuba', 'lari', ',', 'last2', 'kena', 'tangkap', 'juga', '.']"
Pencuri itu berjaya ditangkap oleh polis.,noun,negative,-0.9,"['pencuri', 'itu', 'berjaya', 'ditangkap', 'oleh', 'polis', '.']"
Rambut dia pnjng sangat.,adjective,neutral,0.0,"['rambut', 'dia', 'pnjng', 'sangat', '.']"
Akuni dah cakap jangan buat macam tu.,pronoun,neutral,0.0,"['akuni', 'dah', 'cakap', 'jangan', 'buat', 'macam', 'tu', '.']"
Pesalah itu dijatuhi hukuman penjara.,noun,negative,-0.7,"['pesalah', 'itu', 'dijatuhi', 'hukuman', 'penjara', '.']"
Baju itu jarang dipakai.,verb,neutral,0.0,"['baju', 'itu', 'jarang', 'dipakai', '.']"
Dia nye...kena datang esok.,"particle, verb",neutral,0.0,"['dia', 'nye', '.', 'kena', 'datang', 'esok', '.']"
Saya mencari maksud perkataan di dalam kamus.,noun,neutral,0.0,"['saya', 'mencari', 'maksud', 'perkataan', 'di', 'dalam', 'kamus', '.']"
Perbuatan laknat itu harus dihentikan.,adjective,negative,-0.9,"['perbuatan', 'laknat', 'itu', 'harus', 'dihentikan', '.']"
Dia kena marah kaw2.,adverb,neutral,0.0,"['dia', 'kena', 'marah', 'kaw2', '.']"
Jangan jadi orang yang bodoh.,adjective,negative,-0.8,"['jangan', 'jadi', 'orang', 'yang', 'bodoh', '.']"
Kerajaan berazam untuk basmi kemiskinan.,verb,positive,0.7,"['kerajaan', 'berazam', 'untuk', 'basmi', 'kemiskinan', '.']"
Saya membaca berita di Harian Metro.,proper noun,neutral,0.0,"['saya', 'membaca', 'berita', 'di', 'harian', 'metro', '.']"
Ambil sikit jer.,adverb,neutral,0.0,"['ambil', 'sikit', 'jer', '.']"
Burung terbang tinggi di langit.,noun,neutral,0.0,"['burung', 'terbang', 'tinggi', 'di', 'langit', '.']"
"Alang2 dah sampai, biar terus habiskan kerja ni.",adverb,neutral,0.0,"['alang2', 'dah', 'sampai', ',', 'biar', 'terus', 'habiskan', 'kerja', 'ni', '.']"
"Baju tu..eee, kotornya!","demonstrative pronoun, interjection",negative,-0.4,"['baju', 'tu', '.', 'eee', ',', 'kotornya', '!']"
Keadaan negara sangat aman dan damai.,adjective,positive,0.8,"['keadaan', 'negara', 'sangat', 'aman', 'dan', 'damai', '.']"
Orang ramai berkumpul di dataran.,adjective,neutral,0.0,"['orang', 'ramai', 'berkumpul', 'di', 'dataran', '.']"
"Dia seorang penyangak,tapi kini sudah bertaubat.","noun, conjunction",negative,-0.7,"['dia', 'seorang', 'penyangak', ',', 'tapi', 'kini', 'sudah', 'bertaubat', '.']"
Izinkan saya masuk.,verb,neutral,0.0,"['izinkan', 'saya', 'masuk', '.']"
Kejadian rompakan itu mengejutkan penduduk.,noun,neutral,0.0,"['kejadian', 'rompakan', 'itu', 'mengejutkan', 'penduduk', '.']"
Makanan ini kurang masin.,adverb,neutral,0.0,"['makanan', 'ini', 'kurang', 'masin', '.']"
"""Fulamak! Cantiknya kereta awak!""",interjection,positive,0.6,"['""', 'fulamak', '!', 'cantiknya', 'kereta', 'awak', '!', '""']"
Dia sangat fokus pada kerjanya.,noun/verb,neutral,0.0,"['dia', 'sangat', 'fokus', 'pada', 'kerjanya', '.']"
Saya mau makan nasi goreng.,verb (auxiliary),neutral,0.0,"['saya', 'mau', 'makan', 'nasi', 'goreng', '.']"
Kualiti produk itu sangat bad.,adjective,negative,-0.7,"['kualiti', 'produk', 'itu', 'sangat', 'bad', '.']"
"Dia bercerita tentang insiden lucu itu, wkwk.",interjection,positive,0.6,"['dia', 'bercerita', 'tentang', 'insiden', 'lucu', 'itu', ',', 'wkwk', '.']"
Kami jalan kaki ke kedai.,noun/verb,neutral,0.0,"['kami', 'jalan', 'kaki', 'ke', 'kedai', '.']"
Ada seseorang mengetuk pintu.,pronoun,neutral,0.0,"['ada', 'seseorang', 'mengetuk', 'pintu', '.']"
"Jangan risau, xpe.",interjection/phrase,neutral,0.2,"['jangan', 'risau', ',', 'xpe', '.']"
"Dia ketawa terbahak-bahak, hahah.",interjection,positive,0.7,"['dia', 'ketawa', 'terbahak', '-', 'bahak', ',', 'hahah', '.']"
Kita akan pergi bersama-sama.,pronoun,neutral,0.0,"['kita', 'akan', 'pergi', 'bersama', '-', 'sama', '.']"
Dia berasal dari Kelantan.,noun (proper noun),neutral,0.0,"['dia', 'berasal', 'dari', 'kelantan', '.']"
Ibu pergi ke pasar untuk membeli sayur.,noun,neutral,0.0,"['ibu', 'pergi', 'ke', 'pasar', 'untuk', 'membeli', 'sayur', '.']"
Makanan itu sgt sedap.,adverb,neutral,0.0,"['makanan', 'itu', 'sgt', 'sedap', '.']"
Hamba mohon ampun tuanku.,noun/verb,neutral,0.4,"['hamba', 'mohon', 'ampun', 'tuanku', '.']"
Kita perlu berusaha lebih gigih.,verb/adjective,neutral,0.0,"['kita', 'perlu', 'berusaha', 'lebih', 'gigih', '.']"
Dia juga datang ke majlis itu.,adverb,neutral,0.0,"['dia', 'juga', 'datang', 'ke', 'majlis', 'itu', '.']"
"Awak dah makan, kan?",particle/interjection,neutral,0.0,"['awak', 'dah', 'makan', ',', 'kan', '?']"
Dia lepas dari penjara.,verb/adjective/preposition,neutral,0.0,"['dia', 'lepas', 'dari', 'penjara', '.']"
Dia tidak ada kesampatan untuk datang.,noun,neutral,0.0,"['dia', 'tidak', 'ada', 'kesampatan', 'untuk', 'datang', '.']"
Penyalahgunaan dadah adalah jenayah serius.,noun,negative,-0.9,"['penyalahgunaan', 'dadah', 'adalah', 'jenayah', 'serius', '.']"
Kereta itu berwarna hitam.,adjective,neutral,0.0,"['kereta', 'itu', 'berwarna', 'hitam', '.']"
Ingat pesan ibu.,verb,neutral,0.0,"['ingat', 'pesan', 'ibu', '.']"
Jawapan kamu salah.,adjective/noun,negative,-0.6,"['jawapan', 'kamu', 'salah', '.']"
Nak makan nasi ato mi?,conjunction,neutral,0.0,"['nak', 'makan', 'nasi', 'ato', 'mi', '?']"
Negara itu mundur dalam teknologi.,verb/adjective,negative,-0.5,"['negara', 'itu', 'mundur', 'dalam', 'teknologi', '.']"
Dia menumpahkan air di atas meja.,verb,neutral,-0.3,"['dia', 'menumpahkan', 'air', 'di', 'atas', 'meja', '.']"
"Hai sis, nak order apa?",noun (informal address),neutral,0.2,"['hai', 'sis', ',', 'nak', 'order', 'apa', '?']"
"Alang-alang dah sampai sini, baik kita makan.",adverb/conjunction,neutral,0.0,"['alang', '-', 'alang', 'dah', 'sampai', 'sini', ',', 'baik', 'kita', 'makan', '.']"
Awak sure ke boleh buat?,adjective/adverb,positive,0.6,"['awak', 'sure', 'ke', 'boleh', 'buat', '?']"
Dia berasa teraniaya dengan layanan itu.,adjective/verb,negative,-0.8,"['dia', 'berasa', 'teraniaya', 'dengan', 'layanan', 'itu', '.']"
"Mula-mula buat ni, then buat tu.",adverb/conjunction,neutral,0.0,"['mula', '-', 'mula', 'buat', 'ni', ',', 'then', 'buat', 'tu', '.']"
Keluarga itu akan pindah ke rumah baru.,verb,neutral,0.0,"['keluarga', 'itu', 'akan', 'pindah', 'ke', 'rumah', 'baru', '.']"
Dia memegang dadanya kerana sakit.,noun,neutral,0.0,"['dia', 'memegang', 'dadanya', 'kerana', 'sakit', '.']"
Wak nak ke mana?,noun (informal address),neutral,0.2,"['wak', 'nak', 'ke', 'mana', '?']"
Mereka menguji kekuatan jambatan itu.,verb,neutral,0.0,"['mereka', 'menguji', 'kekuatan', 'jambatan', 'itu', '.']"
Sila tunggu sebentar.,verb,neutral,0.0,"['sila', 'tunggu', 'sebentar', '.']"
Kemalangan itu mencederakan ramai orang.,verb,negative,-0.8,"['kemalangan', 'itu', 'mencederakan', 'ramai', 'orang', '.']"
Sungai itu sangat panjang.,adjective,neutral,0.0,"['sungai', 'itu', 'sangat', 'panjang', '.']"
"Dia kata penat, pdhal baru je duduk.",conjunction/adverb,neutral,0.0,"['dia', 'kata', 'penat', ',', 'pdhal', 'baru', 'je', 'duduk', '.']"
Hati2 di jalan raya.,interjection/adverb,neutral,0.3,"['hati2', 'di', 'jalan', 'raya', '.']"
Polis terpaksa menembak suspek.,verb,neutral,-0.4,"['polis', 'terpaksa', 'menembak', 'suspek', '.']"
Dia cuma ada dua ringgit.,adverb,neutral,0.0,"['dia', 'cuma', 'ada', 'dua', 'ringgit', '.']"
Buku tu mahal.,demonstrative pronoun/adjective,neutral,0.0,"['buku', 'tu', 'mahal', '.']"
Dorg dah balik.,pronoun,neutral,0.0,"['dorg', 'dah', 'balik', '.']"
Kejadian itu sangat ngeriiii.,adjective,negative,-0.8,"['kejadian', 'itu', 'sangat', 'ngeriiii', '.']"
Buku ni cantik.,demonstrative pronoun/adjective,neutral,0.0,"['buku', 'ni', 'cantik', '.']"
Boleh buat sekarang? K.,interjection,neutral,0.1,"['boleh', 'buat', 'sekarang', '?', 'k', '.']"
Sila dengarkan arahan saya.,verb (imperative),neutral,0.0,"['sila', 'dengarkan', 'arahan', 'saya', '.']"
Dia masih bekerja di sana.,adverb,neutral,0.0,"['dia', 'masih', 'bekerja', 'di', 'sana', '.']"
Sila berikan perhatian kepada pengumuman ini.,noun,neutral,0.3,"['sila', 'berikan', 'perhatian', 'kepada', 'pengumuman', 'ini', '.']"
PDI sering mengadakan ceramah umum.,noun (acronym),neutral,0.0,"['pdi', 'sering', 'mengadakan', 'ceramah', 'umum', '.']"
Lori itu membawa muatan pasir.,noun,neutral,0.0,"['lori', 'itu', 'membawa', 'muatan', 'pasir', '.']"
Takyah datang kalau sibuk.,verb/adverb (informal negative imperative),neutral,0.0,"['takyah', 'datang', 'kalau', 'sibuk', '.']"
Kulit pisang itu berwarna kuning.,noun,neutral,0.0,"['kulit', 'pisang', 'itu', 'berwarna', 'kuning', '.']"
Dia baru sahaja masuk ke dalam bilik.,verb,neutral,0.0,"['dia', 'baru', 'sahaja', 'masuk', 'ke', 'dalam', 'bilik', '.']"
Diorg dah sampai ke?,pronoun,neutral,0.0,"['diorg', 'dah', 'sampai', 'ke', '?']"
Seorang thief telah ditangkap malam tadi.,noun,negative,-0.8,"['seorang', 'thief', 'telah', 'ditangkap', 'malam', 'tadi', '.']"
Buku ini ialah hadiah dari ibu saya.,copula,neutral,0.0,"['buku', 'ini', 'ialah', 'hadiah', 'dari', 'ibu', 'saya', '.']"
Makanan itu sangat sedap.,adverb,neutral,0.0,"['makanan', 'itu', 'sangat', 'sedap', '.']"
"Alhamdulillah, kami selamat sampai ke destinasi.",interjection,positive,0.9,"['alhamdulillah', ',', 'kami', 'selamat', 'sampai', 'ke', 'destinasi', '.']"
Rumah itu mempunyai pagar yang rendah.,adjective,neutral,0.0,"['rumah', 'itu', 'mempunyai', 'pagar', 'yang', 'rendah', '.']"
Rakyat Malaysia hidup dalam harmoni.,noun,neutral,0.0,"['rakyat', 'malaysia', 'hidup', 'dalam', 'harmoni', '.']"
Dia pergi ke sekolah dgn kawan-kawannya.,preposition,neutral,0.0,"['dia', 'pergi', 'ke', 'sekolah', 'dgn', 'kawan', '-', 'kawannya', '.']"
Dia terus berjalan tanpa menoleh.,adverb,neutral,0.0,"['dia', 'terus', 'berjalan', 'tanpa', 'menoleh', '.']"
"Rumahnya, yang besar itu, terletak di hujung jalan.",noun,neutral,0.0,"['rumahnya', ',', 'yang', 'besar', 'itu', ',', 'terletak', 'di', 'hujung', 'jalan', '.']"
Dia menjerit kuat2 agar didengari.,adverb,neutral,0.0,"['dia', 'menjerit', 'kuat2', 'agar', 'didengari', '.']"
Diorang semua setuju dengan cadangan itu.,pronoun,neutral,0.0,"['diorang', 'semua', 'setuju', 'dengan', 'cadangan', 'itu', '.']"
"Haha, lawak sungguh cerita kamu!",interjection,positive,0.6,"['haha', ',', 'lawak', 'sungguh', 'cerita', 'kamu', '!']"
Takda siapa di rumah sekarang.,adverb,neutral,0.0,"['takda', 'siapa', 'di', 'rumah', 'sekarang', '.']"
"Hujan lebat, jadinya, kami terpaksa batalkan rancangan.",conjunction,neutral,0.0,"['hujan', 'lebat', ',', 'jadinya', ',', 'kami', 'terpaksa', 'batalkan', 'rancangan', '.']"
"Jangan jadi pemalas, rajinlah berusaha.",adjective,negative,-0.7,"['jangan', 'jadi', 'pemalas', ',', 'rajinlah', 'berusaha', '.']"
Soalan ujian itu sangat mudah.,adjective,positive,0.6,"['soalan', 'ujian', 'itu', 'sangat', 'mudah', '.']"
Polis telah menahan beberapa suspek.,noun,neutral,-0.2,"['polis', 'telah', 'menahan', 'beberapa', 'suspek', '.']"
Semoga berjaya dalam peperiksaan anda.,particle,positive,0.7,"['semoga', 'berjaya', 'dalam', 'peperiksaan', 'anda', '.']"
Dia mengetuk pintu sebelum masuk.,noun,neutral,0.0,"['dia', 'mengetuk', 'pintu', 'sebelum', 'masuk', '.']"
Dia memandang wajahnya di crmin.,noun,neutral,0.0,"['dia', 'memandang', 'wajahnya', 'di', 'crmin', '.']"
Ramai orang dislike komen negatif itu.,verb,negative,-0.6,"['ramai', 'orang', 'dislike', 'komen', 'negatif', 'itu', '.']"
Warna baju itu sangat padan dengan kulitnya.,adjective,positive,0.3,"['warna', 'baju', 'itu', 'sangat', 'padan', 'dengan', 'kulitnya', '.']"
Dia suka nyanyi lagu Melayu.,verb,neutral,0.0,"['dia', 'suka', 'nyanyi', 'lagu', 'melayu', '.']"
Harga barang naik mendadak.,adverb,neutral,0.0,"['harga', 'barang', 'naik', 'mendadak', '.']"
Dia melihat dirinya di cermin.,noun,neutral,0.0,"['dia', 'melihat', 'dirinya', 'di', 'cermin', '.']"
"Tk mengapa, saya faham.",adverb,neutral,0.0,"['tk', 'mengapa', ',', 'saya', 'faham', '.']"
Dia terdesak untuk mencari pekerjaan.,adjective,negative,-0.6,"['dia', 'terdesak', 'untuk', 'mencari', 'pekerjaan', '.']"
Kehidupan di kota besar sangat sibuk.,noun,neutral,0.0,"['kehidupan', 'di', 'kota', 'besar', 'sangat', 'sibuk', '.']"
Dia mengambil satu buku dari rak.,numeral,neutral,0.0,"['dia', 'mengambil', 'satu', 'buku', 'dari', 'rak', '.']"
Saya suka makan nasi lemak.,verb,positive,0.7,"['saya', 'suka', 'makan', 'nasi', 'lemak', '.']"
Berita melaporkan aktiviti Fpi di kawasan itu.,noun,neutral,0.0,"['berita', 'melaporkan', 'aktiviti', 'fpi', 'di', 'kawasan', 'itu', '.']"
Kami sokong cadangan itu sepenuhnya.,verb,positive,0.7,"['kami', 'sokong', 'cadangan', 'itu', 'sepenuhnya', '.']"
Dia berkongsi tips untuk belajar dengan berkesan.,noun,neutral,0.0,"['dia', 'berkongsi', 'tips', 'untuk', 'belajar', 'dengan', 'berkesan', '.']"
Dia berlari sampi ke garisan penamat.,preposition,neutral,0.0,"['dia', 'berlari', 'sampi', 'ke', 'garisan', 'penamat', '.']"
Buat apa jaa yang dia suruh.,particle,neutral,0.0,"['buat', 'apa', 'jaa', 'yang', 'dia', 'suruh', '.']"
"Sudah siap, sja...xpayah buat lagi.",phrase,negative,-0.3,"['sudah', 'siap', ',', 'sja', '.', 'xpayah', 'buat', 'lagi', '.']"
Dia datang untuk membantu. Malah dia membawa makanan sekali.,verb,positive,0.7,"['dia', 'datang', 'untuk', 'membantu', '.', 'malah', 'dia', 'membawa', 'makanan', 'sekali', '.']"
"Ambil ni. Klu tak nak, pulangkan.",demonstrative,neutral,0.0,"['ambil', 'ni', '.', 'klu', 'tak', 'nak', ',', 'pulangkan', '.']"
Mereka membina rumah baru.,noun,neutral,0.0,"['mereka', 'membina', 'rumah', 'baru', '.']"
Dia hidup kaye-raye di bandar.,adjective,positive,0.7,"['dia', 'hidup', 'kaye', '-', 'raye', 'di', 'bandar', '.']"
Kanun jenayah negara itu sangat ketat.,noun,neutral,0.0,"['kanun', 'jenayah', 'negara', 'itu', 'sangat', 'ketat', '.']"
Dia didenda kerana langgak lampu isyarat.,verb,negative,-0.5,"['dia', 'didenda', 'kerana', 'langgak', 'lampu', 'isyarat', '.']"
"Wah, cantiknya pemandangan ini!",interjection,positive,0.5,"['wah', ',', 'cantiknya', 'pemandangan', 'ini', '!']"
Dia sedang tidur ketika saya pulang.,conjunction,neutral,0.0,"['dia', 'sedang', 'tidur', 'ketika', 'saya', 'pulang', '.']"
Dia menghubungi talian kecemasan.,noun,negative,-0.7,"['dia', 'menghubungi', 'talian', 'kecemasan', '.']"
Pihak berkuasa mengecam kekerasn yang berlaku.,noun,negative,-0.8,"['pihak', 'berkuasa', 'mengecam', 'kekerasn', 'yang', 'berlaku', '.']"
Dia datang lambat sbb kesesakan jalan.,conjunction,neutral,0.0,"['dia', 'datang', 'lambat', 'sbb', 'kesesakan', 'jalan', '.']"
"Dia bukannye tak suka, cuma segan.",partikel,neutral,0.0,"['dia', 'bukannye', 'tak', 'suka', ',', 'cuma', 'segan', '.']"
Janganlah buat kerja bodoh macam tu.,kata sifat,negative,-0.8,"['janganlah', 'buat', 'kerja', 'bodoh', 'macam', 'tu', '.']"
Santan kelapa ini sangat pekat patinya.,kata nama,neutral,0.0,"['santan', 'kelapa', 'ini', 'sangat', 'pekat', 'patinya', '.']"
Kita perlu memastikan keselamatan diri daripada ancaman senjata.,gabungan kata sifat dan kata nama,neutral,0.0,"['kita', 'perlu', 'memastikan', 'keselamatan', 'diri', 'daripada', 'ancaman', 'senjata', '.']"
Dia perlu hone kemahiran bertuturnya.,kata kerja (English),neutral,0.0,"['dia', 'perlu', 'hone', 'kemahiran', 'bertuturnya', '.']"
Lelaki itu sedang membaca buku.,kata nama,neutral,0.0,"['lelaki', 'itu', 'sedang', 'membaca', 'buku', '.']"
Dia takkan datang hari ini.,partikel/penegas,neutral,0.0,"['dia', 'takkan', 'datang', 'hari', 'ini', '.']"
Awak jangan jadi bodo sangatlah.,kata sifat,negative,-0.8,"['awak', 'jangan', 'jadi', 'bodo', 'sangatlah', '.']"
"Jangan sentuh benda tu, bahayalah.",gabungan kata ganti nama penunjuk dan kata sifat,negative,-0.7,"['jangan', 'sentuh', 'benda', 'tu', ',', 'bahayalah', '.']"
Diaorg dah balik ke rumah.,kata ganti nama diri ketiga,neutral,0.0,"['diaorg', 'dah', 'balik', 'ke', 'rumah', '.']"
Kes rogol semakin berleluasa.,kata kerja,negative,-0.9,"['kes', 'rogol', 'semakin', 'berleluasa', '.']"
Ini adalah ujia (sepatutnya 'ujian') terakhir.,kata kerja/kata nama (kemungkinan typo untuk 'ujian' atau 'uji'),neutral,0.0,"['ini', 'adalah', 'ujia', '(', 'sepatutnya', ""'"", 'ujian', ""'"", ')', 'terakhir', '.']"
"Dari segi ekonomi, negara itu semakin maju.",kata nama,neutral,0.0,"['dari', 'segi', 'ekonomi', ',', 'negara', 'itu', 'semakin', 'maju', '.']"
Kita perlu bincang hal ini dengan lebih mendalam.,kata nama,neutral,0.0,"['kita', 'perlu', 'bincang', 'hal', 'ini', 'dengan', 'lebih', 'mendalam', '.']"
Kes rompakan bank itu masih disiasat.,kata nama,negative,-0.8,"['kes', 'rompakan', 'bank', 'itu', 'masih', 'disiasat', '.']"
Mari kita pergi shopping hujung minggu ini.,kata kerja/kata nama (English),neutral,0.0,"['mari', 'kita', 'pergi', 'shopping', 'hujung', 'minggu', 'ini', '.']"
Dia pulk yang datang lambat.,partikel,neutral,0.0,"['dia', 'pulk', 'yang', 'datang', 'lambat', '.']"
Kita perlu hadapi cabaran ini dengan berani.,kata kerja,neutral,0.0,"['kita', 'perlu', 'hadapi', 'cabaran', 'ini', 'dengan', 'berani', '.']"
Dia dah tido awal malam ni.,kata kerja,neutral,0.0,"['dia', 'dah', 'tido', 'awal', 'malam', 'ni', '.']"
The book is on the table.,penentu (English),neutral,0.0,"['the', 'book', 'is', 'on', 'the', 'table', '.']"
Dia ckp dia tak datang.,kata kerja,neutral,0.0,"['dia', 'ckp', 'dia', 'tak', 'datang', '.']"
Kereta ny rosak.,kata ganti nama diri ketiga/partikel,neutral,0.0,"['kereta', 'ny', 'rosak', '.']"
Pembunuh bersiri itu akhirnya ditangkap.,kata nama,negative,-0.9,"['pembunuh', 'bersiri', 'itu', 'akhirnya', 'ditangkap', '.']"
"Kalau dah gini, patutlah dia marah.",gabungan kata keterangan dan kata kerja/sifat,neutral,0.0,"['kalau', 'dah', 'gini', ',', 'patutlah', 'dia', 'marah', '.']"
Buku tu atas meja.,kata ganti nama penunjuk,neutral,0.0,"['buku', 'tu', 'atas', 'meja', '.']"
Dia banyak duit hasil bekerja keras.,kata nama,neutral,0.0,"['dia', 'banyak', 'duit', 'hasil', 'bekerja', 'keras', '.']"
Dia hanya tercongok di situ menunggu arahan.,kata kerja,neutral,0.0,"['dia', 'hanya', 'tercongok', 'di', 'situ', 'menunggu', 'arahan', '.']"
Lampu dah on ke?,kata sendi nama/kata keterangan/kata kerja (English),neutral,0.0,"['lampu', 'dah', 'on', 'ke', '?']"
Polis telah menerima laporan tentang kejadian itu.,kata nama,neutral,0.0,"['polis', 'telah', 'menerima', 'laporan', 'tentang', 'kejadian', 'itu', '.']"
Dia mungkin datang esok.,kata keterangan,neutral,0.0,"['dia', 'mungkin', 'datang', 'esok', '.']"
Banyak koje nak kena settle hari ni.,kata nama/kata kerja,neutral,0.0,"['banyak', 'koje', 'nak', 'kena', 'settle', 'hari', 'ni', '.']"
Apa tme kita nak jumpa?,kata nama,neutral,0.0,"['apa', 'tme', 'kita', 'nak', 'jumpa', '?']"
Perkhidmatan awam harus dipertingkatkan.,kata sifat,neutral,0.0,"['perkhidmatan', 'awam', 'harus', 'dipertingkatkan', '.']"
Orang yg pakai baju merah itu abang saya.,kata penghubung/kata ganti nama relatif,neutral,0.0,"['orang', 'yg', 'pakai', 'baju', 'merah', 'itu', 'abang', 'saya', '.']"
Dia TDK datang hari ini.,kata nafi,neutral,0.0,"['dia', 'tdk', 'datang', 'hari', 'ini', '.']"
Jam yg rosak itu perlu dibaiki.,gabungan kata nama dan kata penghubung,neutral,0.0,"['jam', 'yg', 'rosak', 'itu', 'perlu', 'dibaiki', '.']"
Pelajar-pelajar memakai pakaian seragam ke sekolah.,kata sifat/kata nama,neutral,0.0,"['pelajar', '-', 'pelajar', 'memakai', 'pakaian', 'seragam', 'ke', 'sekolah', '.']"
Dia hampir jatuh tadi.,kata keterangan/kata sifat,neutral,0.0,"['dia', 'hampir', 'jatuh', 'tadi', '.']"
