tokens,partOfSpeech,sentimentTag,sentimentStrength,overallSentenceTag,overallSentenceStrength
"['pemandu', 'itu', 'langgar', 'lampu', 'isyarat', 'merah', 'dan', 'menyebabkan', 'kemalangan', '.']","['noun', 'demonstrative pronoun', 'verb', 'unknown', 'unknown', 'unknown', 'conjunction', 'verb', 'unknown', 'unknown']","['neutral', 'neutral', 'negative', 'unknown', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, -0.6, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.7
"['dia', 'memang', 'kelakar', 'orangnyarolling', 'on', 'the', 'floor', 'laughing', '.']","['pronoun', 'adverb', 'unknown', 'unknown', 'kata sendi nama/kata keterangan/kata kerja (English)', 'penentu (English)', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['aqq', 'nak', 'pergi', 'ke', 'bandar', 'esok', 'pagi', '.']","['pronoun', 'auxiliary verb', 'verb', 'particle (interrogative)', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['lps', 'kerja', ',', 'kita', 'boleh', 'jumpa', 'untuk', 'makan', 'malam', '.']","['adverb', 'verb', 'punctuation', 'pronoun', 'modal verb', 'verb', 'preposition', 'verb', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['polis', 'berjaya', 'tangkap', 'pencuri', 'yang', 'dikehendaki', 'itu', '.']","['noun', 'unknown', 'verb', 'noun', 'pronoun, conjunction', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'unknown', 'neutral', 'negative', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, -0.8, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['perempuan', 'itu', 'memakai', 'baju', 'kurung', 'yang', 'cantik', '.']","['noun', 'demonstrative pronoun', 'unknown', 'unknown', 'unknown', 'pronoun, conjunction', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['i', 'like', 'that', 'idea', 'very', 'much', '.']","['pronoun', 'interjection', 'demonstrative pronoun', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['tolong', 'ltk', 'buku', 'itu', 'di', 'atas', 'meja', '.']","['verb', 'verb', 'unknown', 'demonstrative pronoun', 'preposition', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['i', 'will', 'come', 'to', 'your', 'house', 'tomorrow', '.']","['pronoun', 'auxiliary verb', 'unknown', 'preposition', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['ada', 'sorg', 'lelaki', 'berdiri', 'di', 'hadapan', 'pintu', '.']","['verb', 'numeral classifier', 'noun', 'unknown', 'preposition', 'unknown', 'noun', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'trus', 'pergi', 'selepas', 'tamat', 'kelas', '.']","['pronoun', 'adverb', 'verb', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['baju', 'baru', 'itu', 'pas', 'betul', 'dengan', 'badannya', '.']","['unknown', 'adjective, adverb', 'demonstrative pronoun', 'adjective', 'adjective', 'preposition', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0]",neutral,0.0
"['kita', 'harus', 'menghormati', 'ibu', 'bapa', 'dan', 'guru', '-', 'guru', '.']","['pronoun', 'auxiliary verb', 'unknown', 'unknown', 'unknown', 'conjunction', 'unknown', 'punctuation', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['apa', 'yang', 'awak', 'katakan', 'itu', 'betul', '.']","['pronoun', 'pronoun, conjunction', 'unknown', 'unknown', 'demonstrative pronoun', 'adjective', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0]",positive,0.6
"['aku', ',', 'suka', 'makan', 'nasi', 'lemak', 'setiap', 'pagi', '.']","['pronoun', 'punctuation', 'verb', 'verb', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'positive', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mcine', 'dia', 'boleh', 'buat', 'kerja', 'secepat', 'itu', '?']","['interrogative adverb', 'pronoun', 'modal verb', 'kata kerja', 'verb', 'unknown', 'demonstrative pronoun', 'punctuation']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'neutral']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'bercakap', 'dengan', 'logat', 'kedah', 'yang', 'pekat', '.']","['pronoun', 'unknown', 'preposition', 'noun', 'unknown', 'pronoun, conjunction', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['pastikan', 'plug', 'dipasang', 'dengan', 'betul', 'ke', 'soket', '.']","['verb', 'noun', 'unknown', 'preposition', 'adjective', 'particle (interrogative)', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'positive', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0]",neutral,0.0
"['terima', 'kasih', 'atas', 'bantuan', 'anda', 'folded', 'hands', '.']","['verb', 'noun / verb', 'unknown', 'noun', 'pronoun', 'unknown', 'unknown', 'unknown']","['neutral', 'positive', 'unknown', 'positive', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.8, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0]",positive,0.7
"['jangan', 'buat', 'kerja', 'bodoh', '.', 'fikirlah', 'dulu', 'sebelum', 'bertindak', '.']","['particle', 'kata kerja', 'verb', 'adjective', 'unknown', 'unknown', 'adverb', 'preposition', 'verb', 'unknown']","['neutral', 'neutral', 'neutral', 'negative', 'unknown', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, -0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.8
"['burung', 'itu', 'dilepaskan', 'dan', 'kini', 'terbang', 'bebas', 'di', 'langit', '.']","['unknown', 'demonstrative pronoun', 'unknown', 'conjunction', 'unknown', 'unknown', 'unknown', 'preposition', 'noun', 'unknown']","['unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",positive,0.7
"['buku', 'ini', 'pnya', 'adik', 'saya', '.']","['unknown', 'demonstrative pronoun', 'possessive particle', 'unknown', 'pronoun', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['laki', 'dia', 'bekerja', 'sebagai', 'jurutera', 'di', 'kuala', 'lumpur', '.']","['noun', 'pronoun', 'unknown', 'preposition', 'unknown', 'preposition', 'noun', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['baju', 'yang', 'awak', 'pakai', 'tu', 'nampak', 'law', 'sangat', '.']","['unknown', 'pronoun, conjunction', 'unknown', 'verb', 'pronoun', 'verb', 'adjective', 'adverb', 'unknown']","['unknown', 'neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'positive', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0, 0.0]",positive,0.6
"['jangan', 'bermain', 'api', '.', 'ia', 'sangat', 'bahaya', '.']","['particle', 'unknown', 'noun', 'unknown', 'unknown', 'adverb', 'noun', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'neutral', 'negative', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.8, 0.0]",neutral,0.0
"['kita', 'kena', 'buat', 'kerja', 'ni', 'slow2', 'supaya', 'tak', 'ada', 'kesilapan', '.']","['pronoun', 'verb', 'kata kerja', 'verb', 'pronoun', 'unknown', 'conjunction', 'adverb (negation)', 'verb', 'noun', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'negative', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.6, 0.0]",neutral,0.0
"['pemilik', 'restoran', 'itu', 'adalah', 'seorang', 'yang', 'sangat', 'dermawan', '.']","['noun', 'unknown', 'demonstrative pronoun', 'copula / verb', 'unknown', 'pronoun, conjunction', 'adverb', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['buku', 'rujukan', 'itu', 'disimpan', 'dibahagian', 'atas', 'rak', 'buku', '.']","['unknown', 'unknown', 'demonstrative pronoun', 'unknown', 'prepositional phrase', 'unknown', 'unknown', 'unknown', 'unknown']","['unknown', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kereta', 'itu', 'berhenti', 'di', 'persimpangan', 'jalan', '.']","['kata nama', 'demonstrative pronoun', 'verb', 'preposition', 'unknown', 'noun/verb', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['hidup', 'ini', 'adalah', 'anugerah', 'yang', 'perlu', 'dihargai', '.']","['verb, adjective', 'demonstrative pronoun', 'copula / verb', 'unknown', 'pronoun, conjunction', 'verb/adjective', 'unknown', 'unknown']","['positive', 'neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",positive,0.8
"['wajahnya', 'kelihatan', 'berseri', '-', 'seri', 'selepas', 'mendapat', 'berita', 'baik', 'itu', '.']","['unknown', 'unknown', 'unknown', 'punctuation', 'unknown', 'unknown', 'verb', 'noun', 'adjective', 'demonstrative pronoun', 'unknown']","['unknown', 'unknown', 'unknown', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'positive', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0, 0.0]",neutral,0.0
"['astaga', ',', 'saya', 'terlupa', 'untuk', 'menghantar', 'tugasan', 'semalam', '!']","['unknown', 'punctuation', 'pronoun', 'unknown', 'preposition', 'unknown', 'unknown', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.5
"['mujur', 'dia', 'sempat', 'mengelak', ',', 'kalau', 'tidak', 'pasti', 'cedera', 'parah', '.']","['adjective', 'pronoun', 'unknown', 'unknown', 'punctuation', 'conjunction', 'adverb', 'adjective', 'adjective/verb', 'adjective', 'unknown']","['positive', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'negative', 'negative', 'unknown']","[0.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, -0.6, -0.8, 0.0]",positive,0.7
"['pergilah', '.', 'aku', 'dah', 'tak', 'tahan', '.']","['unknown', 'unknown', 'pronoun', 'adverb', 'adverb (negation)', 'verb', 'unknown']","['unknown', 'unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kerja', 'awak', 'memang', 'terbaik', '!', 'respectthumbs', 'up', 'light', 'skin', 'tone']","['verb', 'unknown', 'adverb', 'adjective', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'positive', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",positive,0.8
"['pengalaman', 'pahit', 'itu', 'menyedarkan', 'saya', 'tentang', 'pentingnya', 'persiapan', '.']","['unknown', 'unknown', 'demonstrative pronoun', 'verb', 'pronoun', 'unknown', 'unknown', 'unknown', 'unknown']","['unknown', 'unknown', 'neutral', 'positive', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.6, 0.0, 0.0, 0.0, 0.0, 0.0]",positive,0.6
"['pemandu', 'bas', 'itu', 'membunyikan', 'hon', 'dengan', 'kuat', '.']","['noun', 'unknown', 'demonstrative pronoun', 'unknown', 'verb', 'preposition', 'adjective', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0]",neutral,0.0
"['ada', 'dua', 'jenis', 'buah', '-', 'buahan', 'di', 'atas', 'meja', ',', 'iaitu', 'epal', 'dan', 'oren', '.']","['verb', 'numeral', 'unknown', 'unknown', 'punctuation', 'unknown', 'preposition', 'unknown', 'unknown', 'punctuation', 'conjunction', 'unknown', 'conjunction', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'datang', 'esok', 'kut', ',', 'kalau', 'tak', 'sibuk', '.']","['pronoun', 'verb', 'unknown', 'adverb', 'punctuation', 'conjunction', 'adverb (negation)', 'adjective', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['saya', 'jamin', 'dia', 'akan', 'menyelesaikan', 'tugasan', 'ini', 'dengan', 'baik', '.']","['pronoun', 'verb', 'pronoun', 'auxiliary verb', 'unknown', 'unknown', 'demonstrative pronoun', 'preposition', 'adjective', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8, 0.0]",neutral,0.0
"['malaysia', '.', 'ialah', 'sebuah', 'negara', 'yang', 'berbilang', 'kaum', 'dan', 'budaya', '.']","['proper noun', 'unknown', 'copula', 'unknown', 'noun', 'pronoun, conjunction', 'unknown', 'unknown', 'conjunction', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['sila', 'kemas', 'kini', 'profile', 'anda', 'di', 'laman', 'web', 'syarikat', '.']","['unknown', 'unknown', 'unknown', 'noun', 'pronoun', 'preposition', 'unknown', 'unknown', 'unknown', 'unknown']","['unknown', 'unknown', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'ga', 'datang', 'ke', 'majlis', 'semalam', '.']","['pronoun', 'negative particle', 'verb', 'particle (interrogative)', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'tadah', 'air', 'hujan', 'dalam', 'baldi', '.']","['pronoun', 'verb', 'unknown', 'unknown', 'preposition', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'menyanyi', 'sambil', 'menari', '.']","['pronoun', 'unknown', 'conjunction', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['polis', 'berjaya', 'menangkap', 'penjenayah', 'itu', '.']","['noun', 'unknown', 'unknown', 'noun', 'demonstrative pronoun', 'unknown']","['neutral', 'unknown', 'unknown', 'negative', 'neutral', 'unknown']","[0.0, 0.0, 0.0, -0.8, 0.0, 0.0]",negative,-0.8
"['bendera', 'malaysia', 'mempunyai', 'jalur', 'merah', 'putih', '.']","['unknown', 'proper noun', 'unknown', 'noun', 'unknown', 'unknown', 'unknown']","['unknown', 'neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'leka', 'bermain', 'telefon', 'sehingga', 'lupa', 'makan', '.']","['pronoun', 'adjective', 'unknown', 'noun / verb', 'conjunction, preposition', 'unknown', 'verb', 'unknown']","['neutral', 'negative', 'unknown', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, -0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.5
"['dia', 'mau', 'pergi', 'ke', 'sana', '.']","['pronoun', 'verb (modal)', 'verb', 'particle (interrogative)', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mereka', 'semua', 'datang', 'belaka', '.']","['pronoun', 'quantifier / pronoun', 'verb', 'adverb', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'geram', 'dengan', 'tingkah', 'laku', 'adiknya', '.']","['pronoun', 'adjective', 'preposition', 'unknown', 'unknown', 'unknown', 'unknown']","['neutral', 'negative', 'neutral', 'unknown', 'unknown', 'unknown', 'unknown']","[0.0, -0.6, 0.0, 0.0, 0.0, 0.0, 0.0]",negative,-0.7
"['cepatlah', 'datang', '!']","['unknown', 'verb', 'unknown']","['unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0]",neutral,0.0
"['situasi', 'ekonomi', 'negara', 'semakin', 'stabil', '.']","['noun', 'unknown', 'noun', 'unknown', 'unknown', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mereka', 'ditahan', 'kerana', 'menyamun', 'kedai', 'emas', '.']","['pronoun', 'unknown', 'conjunction', 'verb', 'noun', 'noun', 'unknown']","['neutral', 'unknown', 'neutral', 'negative', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, -0.9, 0.0, 0.4, 0.0]",negative,-0.9
"['kereta', 'itu', 'bergerak', 'dengan', 'sangat', 'laju', '.']","['kata nama', 'demonstrative pronoun', 'unknown', 'preposition', 'adverb', 'adjective', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'memotong', 'kukunya', '.']","['pronoun', 'unknown', 'unknown', 'unknown']","['neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['buku', 'tu', 'sangat', 'menarik', '.']","['unknown', 'pronoun', 'adverb', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'undur', 'ke', 'belakang', 'sedikit', '.']","['pronoun', 'verb', 'particle (interrogative)', 'noun / adverb', 'adjective', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['bola', 'itu', 'berada', 'di', 'bawah', 'meja', '.']","['kata nama', 'demonstrative pronoun', 'verb / adjective', 'preposition', 'preposition', 'unknown', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['anjing', 'itu', 'sedang', 'menyalak', '.']","['noun', 'demonstrative pronoun', 'unknown', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['abang', 'saya', 'bekerja', 'di', 'kuala', 'lumpur', '.']","['noun', 'pronoun', 'unknown', 'preposition', 'noun', 'unknown', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['pasukan', 'itu', 'mempunyai', 'defense', 'yang', 'kuat', '.']","['unknown', 'demonstrative pronoun', 'unknown', 'noun', 'pronoun, conjunction', 'adjective', 'unknown']","['unknown', 'neutral', 'unknown', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.6, 0.0]",neutral,0.0
"['drg', 'dah', 'balik', '.']","['pronoun (colloquial)', 'adverb', 'verb', 'unknown']","['neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'cuba', 'hit', 'bola', 'itu', '.']","['pronoun', 'verb', 'verb/noun', 'kata nama', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['tolong', 'bukak', 'pintu', 'itu', '.']","['verb', 'verb (colloquial)', 'noun', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['banyak', 'orang', 'datang', 'ke', 'majlis', 'itu', '.']","['adjective/quantifier', 'noun', 'verb', 'particle (interrogative)', 'unknown', 'demonstrative pronoun', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['dia', 'knock', 'pintu', 'sebelum', 'masuk', '.']","['pronoun', 'verb', 'noun', 'preposition', 'verb', 'unknown']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['cermin', 'itu', 'pecah', '.']","['noun', 'demonstrative pronoun', 'verb, adjective', 'unknown']","['neutral', 'neutral', 'negative', 'unknown']","[0.0, 0.0, -0.6, 0.0]",negative,-0.6
"['dia', 'praktis', 'bermain', 'gitar', 'setiap', 'hari', '.']","['pronoun', 'verb/noun', 'unknown', 'unknown', 'unknown', 'noun', 'unknown']","['neutral', 'neutral', 'unknown', 'unknown', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['kita', 'pergi', 'bersama', '-', 'sama', '.']","['pronoun', 'verb', 'unknown', 'punctuation', 'adjective', 'unknown']","['neutral', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['persembahan', 'mereka', 'sangat', 'hebat', '.']","['unknown', 'pronoun', 'adverb', 'adjective', 'unknown']","['unknown', 'neutral', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.8, 0.0]",positive,0.8
"['dia', 'seorang', 'yang', 'berani', '.']","['pronoun', 'unknown', 'pronoun, conjunction', 'adjective', 'unknown']","['neutral', 'unknown', 'neutral', 'positive', 'unknown']","[0.0, 0.0, 0.0, 0.7, 0.0]",positive,0.7
"['itu', 'cerita', 'lain', '.']","['demonstrative pronoun', 'unknown', 'adjective', 'unknown']","['neutral', 'unknown', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['buku', 'tu', 'sangat', 'menarik', '.']","['unknown', 'pronoun', 'adverb', 'unknown', 'unknown']","['unknown', 'neutral', 'neutral', 'unknown', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['aku', 'suka', 'makan', 'nasi', 'lemak', '.']","['pronoun', 'verb', 'verb', 'unknown', 'unknown', 'unknown']","['neutral', 'positive', 'neutral', 'unknown', 'unknown', 'unknown']","[0.0, 0.7, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
"['mereka', 'menjual', 'buku', ',', 'pensel', 'dan', 'sebagainya', '.']","['pronoun', 'unknown', 'unknown', 'punctuation', 'unknown', 'conjunction', 'adverb', 'unknown']","['neutral', 'unknown', 'unknown', 'neutral', 'unknown', 'neutral', 'neutral', 'unknown']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",neutral,0.0
